probe	01008T_E	01009_E	01012T_E	01013T_E	01015T_E	01016T_E	01017T_E	01018T_E	01019T_E	01020T_E	01022T_E	01025_E	01027_E	01028T_E	01029T_E	01030T_E	01031T_E	01032T_E	01033T_E	01034T_E	01035_E	01037_E	01040_E	01041_E	01044_E	01046_E	01048_E	1010-1	1012-1	1017-1	1022-1	1024-1	1031-1	1033	1034-2	1036-1	1047-1	1053-1	1056-4_DK	1058-2	1060-1	1065-1	1066-1	1073-1	1077-1	1078-1	1083-1	1086-1	1093-1	1105-1	1117-1	1131-1	1134-1	1145-1	1146-1	1158-1	1164-1	1182-1	1189-1	1191-1	1195	1206-1	1209-1	1210-1	1211-1	1211-2	1224-1	1238-1	1250-1	1252-1	1255-1	1257-1	1259-1	1264-1	1280-1	1282-1	1290-1	1293-1	1303-1	1325_S	1327-1	1330-1	1334-4	1335-1	1336-1	1337-1	1342-1	1345-2	1346-1	1349-1	1352-1	1354-1	1366-1	1367-1	1375-1	1379	1379-1	1390-1	1408-1	1412	1413	1415-1	1425-1_DK	1430-1	1434-1	1442	843-1	845-1	848	855-1	856-2	861-1	865-1	867	867_UK	876-1	879	880-1	881-1	886-1	8908_S	898-1	908	910	916-1	924-1	925-7	926-1	927-1	930-1	938-1	941-4	942-1	943	944-1	962-1	965	967-3	970-1	972-1	992-1	997-1	998-1	102_F	105_F	107_F	112_F	113_F	169_F	171_F	193_F	194_F	735-1_DK	1082-1_DK	112-10	129_UK	132_UK	140-16	154-5	167_UK	168_UK	177-1	187_UK	19134_S	19292_S	195	19700_S	19783_S	19992_S	20421_S	20577_S	20724_S	20750_S	20803_S	20975_S
SEQ1144	0.461120625	-0.04544313	0.31435962	0.741377085	-0.109324826	0.23003715	-0.38020772	0.17478644	0.888332318	0.362709373	1.017126775	0.691380818	0.39002258	-0.020511373	0.119749054	0.170402215	0.311924732	-0.257257298	0.2414309	-0.076154333	0.3344571	0.198734543	1.285816725	0.723187815	0.596745918	3.174813525	0.165215405	-0.194581524	-0.304054255	-0.998506133	-0.908285743	-0.6457815	0.38821112	0.659465363	-0.724940348	-0.899715095	-0.490112085	-0.94348385	-0.489770808	0.055090479	-0.31497896	0.230201959	-1.644792075	-0.055109059	0.684605828	-0.500371508	1.049475693	-0.645132643	-0.980376655	-1.180159875	0.00590789	-0.784988813	0.72837225	-0.94638106	-0.815087038	-0.132140083	-0.83321503	-0.54471248	0.91301549	-1.23841085	-0.375564423	-1.55556005	0.102087375	0.399460164	-0.17264917	2.0649468	0.448401213	0.15275564	-0.925657785	-1.1553913	-0.542497668	-0.020867983	-0.295003203	0.451691288	0.294591953	-0.062314509	-0.612474553	0.660692113	-0.871049778	0.619195184	-0.29045038	0.185521598	-0.721841428	-0.613117458	-0.45927561	-0.383907238	-1.558894725	-0.07811566	-0.325125776	-0.33735143	0.027919853	0.805050063	-0.111627664	-0.7970157	-0.908042125	-0.306971753	0.181957625	-0.099870799	-0.125574209	-0.344908965	-0.307422405	0.58293053	-1.491776125	-0.08254922	0.35013517	-0.418206078	-0.630852825	-0.574594378	0.28559375	-0.526363813	0.087387564	0.686084553	-1.825475025	-0.395911395	1.424457725	0.110949639	0.547677483	-0.060429173	-0.045701856	0.580479475	1.79967205	-0.008970074	0.14594108	1.17858565	-0.422463863	-0.106267174	-0.8106473	-0.439942813	-0.263324095	0.95825021	-0.088686558	-0.071936088	-0.243705605	0.231018384	-1.19931205	-1.012933835	0.158986691	1.786721725	-0.598780635	0.008638048	-0.091752288	-0.993009753	-0.546461725	1.136873725	-0.261017243	0.64648964	-0.485724068	0.147262032	-0.67791766	-0.117834057	0.801501228	0.317286173	-0.086764765	-0.052146123	-0.267407101	-0.039730755	-0.208325514	-0.312789268	-0.42887421	0.424225535	-0.261352518	-0.561191125	0.578198293	0.50143492	-0.34135943	-0.243414233	-0.272871693	-0.738150383	0.786427033	-0.4706545	1.676561125	0.077625292	-0.897938633	0.864375835	1.4356835
SEQ1145	-0.023130175	-0.155231065	-0.006588818	-0.38458036	-0.211954413	-0.387716783	0.429396193	-0.010793251	-0.01634515	-0.57407388	-0.521307333	0.092484703	-0.121854295	-0.30155269	0.290514873	-0.706141335	-0.372120008	-0.490300663	-0.160866895	0.009184319	0.034250156	-0.515136075	-0.259195782	-0.703185885	-0.285500285	0.062464353	-0.644491163	-0.4013055	-0.213366368	0.456376405	-0.718924268	-0.506538793	0.037568233	-0.61833778	-1.3691845	-0.095165512	-0.41926355	0.022245727	-1.388008175	-1.662791125	0.192567238	-0.41189264	-0.267135615	-1.814791375	-0.085985485	-0.5793448	-0.038614275	0.043348941	0.004764376	0.133757541	-0.245298075	-0.36772152	-0.139645239	-0.565518935	-0.239215578	-0.219890632	0.050858777	-0.154127988	0.35967672	-0.250023755	-0.832372295	0.476730225	-1.3683872	0.570298273	-0.2956992	-0.292484024	-1.5037395	-0.80857919	-0.037696539	0.259192145	-0.021772509	0.046017435	-1.82344095	-0.065423171	-0.012107177	-0.211283489	-0.425473665	0.442792653	-0.249730648	-1.5241994	-0.3872263	-0.264169253	0.016563541	-0.206002834	-0.748084433	-0.512845929	-0.052301627	-0.157759753	-0.042694848	-0.380268905	0.134565289	-0.66051115	0.210146793	-0.039035508	-0.612488935	-0.832540443	0.644590885	-0.183583878	0.028853699	-0.422158233	-0.31843861	-1.6084275	-1.5878625	-0.200941068	-0.444674685	-0.36186264	-0.489105025	-0.790373098	-0.308863734	-0.917708258	-2.02036325	-0.112118383	0.246948644	-0.340815833	-1.988146875	-0.392824745	-1.01596905	-0.570050938	-1.519168625	-0.85097455	0.07012516	0.027335769	-0.55512501	-0.503508353	-0.254381483	0.635017638	0.322174363	0.066437623	-0.01027735	0.021454533	-1.483002925	0.140838178	-0.110474001	-0.870690205	0.116756977	-0.0665155	-0.330289973	-1.181046775	0.221418413	0.016373725	-1.21274595	0.183241958	-0.364567651	-0.425549395	-1.78071895	-1.69713135	-1.697709175	-1.7680484	-1.608185675	-1.28909735	-1.43907275	-1.271094725	-0.743216393	-1.4905386	0.44138314	-0.796884315	-1.043646125	-0.231290154	-0.062985183	-1.236389625	-1.347841975	-0.04457164	-0.783219728	-1.204126275	-0.43086204	-0.335451714	-0.755342085	-0.163888335	-1.9275575	-1.46133595	-0.349345805	-1.223276608	-0.440952593	-0.152106193	-1.406698075
SEQ1146	0.027067256	-0.332460835	0.005250092	-0.111856379	0.520246745	-0.270580605	-0.3312958	-0.814762998	-0.788035943	-0.306487665	-0.154956497	0.404637138	-0.563802703	-0.684073923	-0.290410898	-0.344548568	-0.27448617	-0.326064535	-0.428356715	-0.215446312	-0.812466725	-0.580240875	-0.566278118	0.107978455	-0.27080042	0.016663488	-0.404020333	-0.50291162	-0.423152905	-0.30295069	-0.071625608	-0.899894323	-0.313325138	-0.270810858	-0.24726236	-0.101786575	-0.42934246	-0.518158215	0.279096623	-0.184926392	-1.065307135	-0.180503822	-0.9216191	0.062693277	-0.18133273	-0.89627775	-0.475899308	0.015269189	-0.778888425	0.085192012	-0.445614138	-0.613102345	-0.112707682	-0.511860916	-0.391060788	-0.455252828	-0.487564845	-0.300936112	-0.245932215	-0.29803097	-0.619503768	-0.033691151	0.340460315	-0.180160152	-0.085221799	0.52691769	0.126185744	0.05497221	-0.271101313	-0.176330579	-0.092064595	-0.418808193	-0.168904846	-0.404774698	-0.896620685	-0.268510105	-0.762907903	-0.65550576	-0.888906975	0.421058888	-0.73545156	-0.652224258	-0.25762784	-0.33938375	-0.34328816	-0.170869169	0.261458448	-0.442989148	-0.352030685	-0.236718748	-0.15053498	-0.255195275	-0.020957779	-0.334800718	-0.161082805	0.188394955	-0.017186613	0.102231378	-0.37393039	-0.142121643	-0.120645163	0.03588315	-0.607866743	-0.532590458	-0.181126175	0.190777772	-0.573997498	-0.53385867	0.758338808	-0.4186418	0.183870926	-0.253405205	-0.277770983	0.459958745	0.271289646	-0.586162883	-0.19348196	-0.862176525	-0.7375738	0.576508655	0.469634358	-0.722961493	-0.013321743	0.81325239	0.003052208	-0.023622853	-0.23005171	-0.526209273	-0.589809635	-0.480524233	0.335174368	-0.586154993	-0.251818078	0.038392609	-0.149542818	-0.784698075	0.039743437	0.31603431	-0.07520162	-0.391583548	0.159480545	-0.380793293	-0.075869244	0.434142993	-0.41043294	-0.165058654	-0.081188236	-0.184152015	-0.333214718	-0.280527341	0.060242538	-0.220848085	-0.215758007	0.155488073	-0.542721415	0.168210304	-0.059501639	-0.512517338	-0.41375858	0.49538679	-0.72655195	-0.395670445	-0.231356769	-0.227091896	-0.784543693	-0.30181406	-0.248388148	-0.002388119	-0.532357433	-0.340543555	1.079557575	-0.124929201	-0.66540556	0.589556905	-0.048283486
SEQ1147	-0.611336853	-0.426618805	-0.293892338	-0.517889165	0.030509897	0.179476484	0.276457493	-0.367013785	0.021839051	-0.034741919	-0.728317728	-0.172874497	-0.410502943	-0.506463405	-0.140716194	0.060331295	0.002395973	-0.180586675	-0.378584728	-0.185436479	-0.47496841	-0.596638915	-0.324293745	-0.24218814	-0.517611165	-0.32093853	-0.317482615	-0.527671303	-0.364702913	-0.521979878	-0.46133595	-0.663701713	-0.385189575	-0.461473978	-0.93738189	-0.553231845	-0.74513785	-0.474471308	-0.679516068	-0.942013125	-0.04104533	-0.612314235	-0.35605899	-1.16017119	-0.27424188	-0.68388212	-0.504796333	-0.190247546	0.105524618	-0.21683899	-0.503934275	-0.525908943	-0.721481878	-0.482503608	0.128301962	-0.790936628	-0.135938315	-0.276548895	-0.672661065	-0.316233738	-0.748811213	0.691725325	-0.644869983	-0.269638055	-0.259040188	-0.640840558	-0.763841368	-0.299928538	-0.48023635	0.035938654	-0.439157641	0.0605653	-0.675668175	-0.662651665	-0.739553173	-0.52655253	-0.40300892	-0.072788613	-0.835356	-1.40343925	-0.656677578	-0.506329863	-0.56436638	-0.434639608	-0.82002315	-0.700503563	-0.36985289	-0.106776139	-0.235285987	-0.233538948	-0.436551978	-0.246291655	-0.438042143	-0.111525881	-0.614838823	-0.388555333	-0.432296098	-0.449379695	-0.47389999	-0.384957374	-0.31880953	-1.07627925	-1.33671905	-0.561504018	-0.31638118	-0.443162025	-0.44219122	-0.725659013	0.218756174	-0.3910717	-1.7458798	-0.783743113	-0.24021348	-0.177682403	-2.1003733	-0.736148795	-0.666225788	-0.941992663	-0.404150173	-0.99880845	-0.122810384	-0.837950738	-0.70179905	-0.063933586	-0.361983293	0.806744398	-0.037018188	-0.351823118	-0.375229408	-0.83981885	-1.248511875	-0.519064078	-0.55669182	-0.417065888	-0.357517152	-0.614167808	-0.259903951	-1.036793778	-0.116121908	-0.109052305	-0.95437448	-0.356756898	-0.236005184	-0.7229411	-1.071749513	-0.947819488	-0.455960568	-0.950960415	-0.497114515	-0.45310176	-0.80731559	-0.626216113	-0.498461895	-0.710664228	-0.522211235	-0.659067998	-0.632731723	-0.383168283	-0.413820848	-0.234363415	-0.513132258	-0.019814328	-0.79428755	-0.814377875	-0.203483495	-0.64296484	-1.20946655	0.054995152	-0.948334275	-0.84195216	-0.77488253	-0.615990075	-0.27465625	-0.30408888	-1.440405325
SEQ1148	-1.2757453	-1.2586343	-0.5932687	-0.431420755	-0.148919213	0.247011388	0.249674648	-0.699548865	-0.33936439	0.012443366	-0.235462215	-0.46309664	-0.697112415	-0.807613423	-0.071955801	0.23811164	0.003704369	-0.164391909	-0.267397655	0.020007739	-0.733457983	-0.586455843	-0.66272299	-0.314443283	-0.82914193	-0.56164953	-0.395615575	-0.576082295	-0.448465515	-0.384536345	-0.85036336	-1.07038095	-0.33676452	-0.23337445	-0.858975013	-0.253430754	-1.07778945	-0.71808374	-0.097891845	-0.590327303	-0.61067738	-0.473197503	-1.12860521	-0.800795933	-0.004292762	-1.271576675	-0.434005283	-0.178211288	-1.031831015	-0.127660288	-0.293258471	-1.03688691	-1.2047679	-1.141507925	-0.774320808	-0.657089825	-1.3263464	-0.279024921	-0.590413693	-0.99834745	-0.85907536	-0.913074675	-0.567863283	-0.427669575	-0.92432245	-0.198402762	-0.402271615	-0.652043693	-0.36779803	0.084995629	-0.428125851	-0.44072259	-0.576564778	-1.213657713	-0.932066113	-0.28112366	-0.819076028	-0.897930525	-1.13606026	-0.15810174	-0.89717145	-0.393247164	-0.904519158	-0.338968773	-1.48930935	-0.453978203	-1.050100785	0.00905439	-0.40711853	-0.378671353	-1.016213638	-0.8085974	-0.592712685	-0.72631276	-0.879606665	-0.085829268	-0.589471788	-0.346464348	-0.868797198	-0.357588388	-0.385200308	-0.809660033	-0.391829143	-0.545087533	-0.368387594	-0.375254371	-0.701586765	-1.230562125	0.797940305	-0.871075815	-0.802296788	-0.322933403	-0.888739338	0.053365486	-0.4487999	-0.38163681	-0.807202063	-0.610800878	-0.867636543	0.149176968	0.000788628	-0.8684879	-0.57486204	-0.355924308	-0.172640924	-0.857898695	-0.18689164	-0.931636415	-0.363555118	-0.78498961	-0.151942063	-0.75395044	-0.60655663	-0.82103831	-1.25739135	-0.70734658	-0.053276157	-0.78050164	-0.964787875	-0.51373444	-0.436689658	-0.96863265	-0.72542922	-0.462733908	-0.22963279	-0.374858148	-0.165779643	-0.498187335	-0.102281855	-0.450282763	-0.560029515	-0.25562507	-0.021073253	-0.018490275	-0.52853792	-0.769808225	-0.369713588	-0.594968365	-0.632150483	-0.222390849	-0.633373913	-0.479209825	-1.08223615	-0.653374838	-0.750316885	-0.802897893	-0.283865464	-0.318380755	-0.902412075	-1.054786343	-0.380370761	-0.075668003	-0.70894	-1.07561845	-0.691706015
SEQ1149	-0.107022668	-0.090106153	0.058272398	-0.398472685	0.170445576	-0.151485621	-0.093849246	-0.52496056	-0.078935528	-0.503506993	-0.58711073	0.32228033	-0.55325755	-0.346856398	-0.309347465	-0.336612647	-0.265507063	-0.496275108	-0.363315805	-0.6002802	-0.428088805	-0.513250303	-0.477387133	-0.505349713	-0.382489763	-0.214002078	-0.353237578	-0.406582285	-0.334950815	-0.667601013	0.002901025	-0.812764583	-0.332257351	-0.240953115	-0.42936462	-0.256019192	-0.651999775	-0.637108945	0.117447768	-0.287167943	-0.392236665	-0.346638998	-0.580591173	-0.468502498	-0.309825996	-0.589161128	-0.274168608	-0.294143235	-0.447250798	-0.283969215	-0.722927953	-0.41075814	-0.484788668	-0.324823558	-0.179937877	-0.827525578	-0.462106405	-0.017010878	-0.636079143	-0.29964366	-0.66525324	0.108787751	-0.250398165	-0.460233123	-0.515741078	-0.100874303	-0.215214453	-0.48529881	-0.415954815	-0.10647077	-0.135303238	0.005958632	-0.418202193	-0.174065416	-0.66263432	-0.443982655	-0.666864465	-0.23631247	-0.45425417	-0.466319158	-0.427629463	-0.565822925	-0.7217252	-0.369811683	-0.311027738	-0.571592963	0.183693335	-0.34343784	-0.17212457	-0.477434918	-0.40870952	-0.375245593	-0.357904738	-0.473708116	-0.414423008	-0.13763762	-0.312466478	-0.55558903	-0.156130374	-0.252923289	-0.208993953	-0.47121255	-0.263349712	-0.520996265	-0.146552242	-0.55107077	-0.354556173	-0.573614003	0.249043993	-0.280785898	-0.809383445	-0.665343568	0.120216605	-0.172397394	-0.678630023	-0.31152822	-0.195019639	-0.649414975	-0.48331418	-0.56275258	-0.144641981	-0.636521568	-0.350846693	0.204985878	-0.152110393	-0.014427104	-0.465855598	-0.38904154	-0.018837069	-0.482626303	-0.426887455	-0.64803413	-0.066929991	-0.12890018	0.155781811	-0.78658765	-0.277780315	-0.789417988	-0.077742241	-0.379867939	-0.455645555	-0.632391213	-0.391748747	-0.286279858	-0.754019098	-0.606796863	-0.5686962	-0.326685603	-0.164567635	-0.268623125	-0.474817158	-0.037799303	-0.497371163	0.085412115	-0.189360131	-0.207273545	-0.146093775	-0.363844085	-0.367168155	-0.158134587	-0.338163622	-0.605469445	-0.49382304	-0.372949648	-0.47694975	-0.52007977	-0.374213265	-0.04997331	-0.524528465	-0.746064775	-0.432124293	-0.072571549	-0.413476588	-0.805992088	-0.983888768
SEQ115	0.140434472	0.075938969	0.22925265	0.091214804	0.52948177	-0.451578818	0.07139096	-0.56170979	-0.230784148	-0.160980051	-0.014131251	-0.154451865	-0.039465697	-0.44015604	-0.39804089	-1.317662275	-0.587154145	-0.575216213	-0.746235578	-0.66266795	-0.120849589	-0.310947808	-0.203747944	-0.51797767	-0.54344573	-0.894089425	-0.357867623	-0.705347433	-0.100235115	-0.034891163	0.21437516	-0.42829848	-0.096393528	-0.423646158	-0.004998318	-0.369273813	-0.27730954	-0.49482167	-0.145815388	-0.018310017	-0.45483809	-0.231283851	0.290642754	-1.018829933	-0.708805685	-0.060877696	-0.894042118	-0.24645122	-0.201769173	-0.24542648	-0.26937966	-0.671624025	0.243953528	-0.636931503	-0.008881332	-0.153123305	0.172512568	0.490277538	-0.631278628	-0.334306218	-0.166849006	-0.38151163	0.030494935	-0.419204455	0.172236959	-1.029693613	-0.464590975	-0.166709277	-0.154380888	-0.2170057	-0.047540262	-0.314875493	-0.013429528	-0.112124986	0.035635601	-0.301473053	-0.422700078	-0.59379994	0.222765948	0.24751257	-0.33861579	-0.28642462	-0.347758345	-0.413176635	0.111441545	0.606450337	-0.293807413	-0.493852918	-0.23951001	-0.240238486	0.340036975	-0.425561458	0.30934471	-0.01834518	-0.255441383	-0.119179252	0.077472828	-0.158661253	0.251624703	-0.520748945	-0.442448023	-0.065148765	0.431897538	-0.428564933	0.019838148	-0.70925205	-0.216916997	0.069703323	0.019006005	-0.012203319	0.476426245	-0.206076029	-0.499278025	-0.55096316	0.110481245	-0.418016225	-0.118219896	0.56997986	1.082925375	0.182651445	0.269875075	-0.214542688	-0.412975583	-0.14647604	-0.185266303	-0.253773428	-0.115343811	-0.248190878	-0.198663149	-0.62247595	0.485504118	-0.235628451	-0.61472889	-0.105531741	-0.548036403	-0.675413008	-0.125557691	-0.275648964	-0.280995495	-0.481511928	-0.171749699	-0.494887943	0.094088062	-0.082586878	0.089580299	-0.475463168	-0.426346168	-0.268070205	0.093374402	0.172900702	-0.212670343	-0.300872278	-0.100796372	0.335398223	-0.263706365	0.506347355	0.622621433	0.515663678	0.176781174	-0.03234144	0.115163093	-0.017316545	0.014948095	-0.127461635	-0.037506306	-0.893822908	-0.092822864	0.62576325	0.686099313	0.554718065	-0.056546334	-0.161204471	0.119487692	-0.29249425	0.048724472
SEQ1150	-0.276436693	-0.708078768	-0.609553328	-0.61452378	-0.425699495	-0.583994173	-0.005075529	-0.34232553	-0.097325365	-0.321694398	-0.176007705	-0.418557965	-0.903886713	-0.492611583	-0.42688938	-0.15667779	-0.192516178	-0.405778393	-0.155863919	-0.214272745	-0.543531275	-0.845506738	-0.483646248	-0.530061635	-0.43986885	-0.694450913	-0.203165833	-0.46558253	-0.596675378	-0.302025602	-0.356622708	-0.349477146	-0.24640176	-0.615645745	-0.86441209	-0.206203514	-0.387970401	-0.48288975	-0.072832778	-0.341016983	0.032041445	0.095953196	-0.870181775	-0.457386898	0.199719243	-1.241516625	-0.551732728	0.151270492	-0.965457875	0.304604917	-0.392488808	-0.17389767	-0.6394706	-0.488616193	-0.182073669	-0.452586575	-0.866904375	-0.333980983	-0.289237947	-0.639989878	-0.855380168	-0.148722432	-0.53379146	-0.272876419	-0.85315493	0.036718173	-0.176929709	-0.1817843	-0.245886094	-0.050705961	-0.237689765	0.07822281	-0.489831638	-0.168132174	-1.09796604	-0.13087434	-0.505621185	-0.83950619	-0.448778228	0.035382914	-0.877496945	-0.129830846	-0.57676907	0.024560597	-0.286690902	-0.319535196	-0.071746442	-0.287989598	-0.54228899	-0.522757793	-0.503953243	-0.307461445	-0.320146049	-0.545151018	-0.43239418	0.219505303	-0.540146235	-0.311531071	-0.28423082	-0.403330535	-0.323345048	-0.488374785	-0.279452273	0.043644798	0.04203378	-0.348534873	-0.56721078	-0.928908643	-0.166483865	-0.6376415	-1.001906875	-0.479043763	-0.431252803	-0.469923588	-0.498685906	-0.33028666	-0.557860863	-0.54311359	-0.886604063	-0.251737935	-0.060574967	-0.870604565	-0.179639168	-0.091256132	-0.452955	0.366943513	-0.269146193	-0.74709755	0.123701392	-0.828518108	-0.044621167	-0.381027785	-0.342336974	-0.41923962	-0.106232943	-0.332085483	-0.342572409	-0.225970588	-0.264510242	-0.11589714	-0.051905388	-0.57995495	-0.788268003	-0.56135751	-0.884431938	-0.634879995	-0.110888143	-0.338291305	-0.315837264	-0.576182588	-0.622811943	-0.545324488	-0.619303925	0.101572591	-0.45025358	-0.383098055	-0.16862282	-0.330529424	0.162340938	-0.791551493	-0.702822665	-0.256367103	-0.619533845	-0.154895027	-0.537742386	-0.795653	-0.326897068	0.19052545	-0.299933089	-0.281738798	-0.090036531	-0.02713555	0.166150584	-0.692725185	-0.619145453
SEQ1151	-0.046181919	0.101691478	-0.06639291	0.192274755	1.19353115	0.14739502	0.366276847	-0.142848257	0.627900828	0.66109431	0.771800563	-0.110379965	-0.122478385	0.36733412	0.122441823	0.110381569	-0.039865646	0.561005815	-0.021503794	0.061016666	0.11462741	-0.295250673	0.205772374	0.026645288	-0.166031652	-0.147996964	0.105446403	0.128335183	-0.025207363	1.36107745	0.06997554	0.356044698	0.44370566	0.8229771	0.42673581	0.579079573	0.414245618	0.658552388	0.436660198	-0.055855451	0.025501245	1.657818225	1.2169729	-0.176506501	0.240142035	1.471227875	0.740532825	0.015214291	-0.351845393	1.490076275	2.84891595	0.088150979	0.295902878	0.202614838	0.009031278	0.32551698	0.9172309	0.959366425	1.49715935	0.45607797	1.102736758	0.172833808	1.05225636	-0.020443676	0.061730829	0.58639925	0.075124382	0.46640774	0.934331313	0.447505253	1.008940458	1.68517935	0.489940848	-0.183138789	0.75076988	0.062095567	0.692367735	1.767473975	0.332182525	0.000946863	0.501593178	0.873861863	-0.189059498	-0.016167483	0.336851699	-0.203642649	0.739292683	0.87718755	-0.000149076	0.274285533	-0.24599742	0.059318027	-0.049445263	-0.019887778	0.311083735	0.19346168	0.071662749	0.38559764	0.058964087	0.123548767	0.343170369	0.021995074	0.19316208	0.187478172	0.149339233	-0.284849925	0.366954416	0.154745086	0.904375323	-0.071163794	0.77721107	1.7028519	0.204452719	0.084118055	-0.071621468	0.258375628	0.603936453	0.386828093	1.60979145	0.062685176	-0.010352014	-0.058906006	0.41722696	1.127750925	0.38698805	0.18453642	0.569198385	0.039475729	0.919460305	1.583078975	-0.290087085	1.54852665	0.671088458	0.866271075	0.409484703	0.809256355	0.445695888	0.198449145	0.200673371	1.01927649	-0.243800838	-0.38027217	0.424124528	0.015765712	0.061072252	0.079048346	0.27787027	-0.220090179	-0.229501628	0.243738683	-0.074231591	0.095411444	0.25569118	0.453303505	-0.011539223	0.177235308	0.005092605	0.115804475	0.010844298	0.315644065	0.451864521	-0.213888012	-0.00665812	-0.222398031	0.165563247	0.31295505	0.168033268	0.26609434	0.28492277	0.448438465	0.064195075	0.142449783	0.192226413	0.66959208	0.060423482
SEQ1152	0.655553575	0.747070935	0.47448492	0.608652508	1.116080425	0.224342363	0.374012753	0.22388325	0.723432158	1.6717796	1.24548765	0.597203	0.85766655	1.379924025	0.445703698	0.088654015	0.640921483	0.79456294	0.310614653	0.25899863	0.648062645	0.358208625	0.49882725	0.506871358	1.097119825	0.092599301	0.716354045	0.70326115	0.335844138	0.618348038	0.56294198	0.856133155	1.0858308	1.275547075	0.420076745	-0.070170555	1.19970715	0.73000276	0.299964768	0.47898226	-0.078418983	1.208122875	1.122539715	-0.078316187	0.947985185	0.975828738	0.83056149	0.231341698	0.111057135	0.191870676	0.799070078	-0.072367674	0.47329311	0.017032016	0.90149861	0.88695311	1.47519285	0.863386825	0.483468568	1.426809625	1.2701209	0.371136888	1.50313595	0.399816415	0.563928834	0.633295403	0.065567846	0.610272483	0.282636589	0.440772069	-0.113216345	0.733504893	0.516059713	-0.295194793	0.682932825	0.704651753	0.720234153	1.3438132	0.690678903	0.42580442	0.220442527	1.17422691	0.6233034	-0.208506057	0.358578343	0.921110148	0.52555799	0.217296858	0.23828341	0.6688636	0.746187198	0.146700814	0.402922258	0.845557348	0.40087755	0.309938978	0.65199119	0.856233688	0.399815058	0.070763533	0.159182592	0.886361638	0.8339511	0.72909433	0.957126523	0.1851483	0.511328233	0.384420648	1.087970325	0.043453136	2.4424783	0.81945746	0.145615409	0.176210225	0.311241913	0.759452208	0.803987188	1.609784475	0.671694058	0.867658253	0.306525877	0.514529163	0.294253538	0.66178868	0.323492233	-0.006474029	0.776910643	0.474018453	0.022740518	0.260713955	0.5876417	0.61833565	0.146736212	1.181433825	0.258872653	0.9003163	0.630186485	0.55448611	0.716602883	0.41664851	0.628193725	0.32062744	1.542462975	0.646080438	1.1829014	0.59072194	-0.1300385	0.159279897	0.359707155	0.404204135	0.152914354	0.582094478	0.53298402	0.867624925	0.07422689	0.82851327	1.222218675	0.435180324	-0.155423705	0.885843248	1.78137065	0.012596041	0.774769473	0.286641918	0.772061158	0.322385008	0.926412973	0.791863463	1.26226694	1.37226845	0.06583692	0.52475797	1.2947812	1.22974795	0.939005713
SEQ1153	0.393600545	-0.114931244	-0.008654454	-0.023377722	0.50463888	-0.111579279	0.190606753	-0.648836483	-0.099422152	-0.298699923	-0.304135453	-0.237437293	-0.160141073	-0.362362223	-0.202490488	-0.236787688	0.220322563	-0.303263465	-0.162797497	-0.47887243	-0.124308077	-0.52705597	-0.363278633	-0.319774139	-0.632749328	-0.69998683	-0.38713257	-0.353116627	-0.133831434	1.224327625	0.112661799	0.04113046	0.363809259	-0.248705638	-0.034839279	0.75433725	0.344498353	-0.323031675	0.500480563	-0.102379023	0.313262052	0.450262044	0.072887688	0.001795537	-0.152363186	-0.461741848	0.293000328	0.155703855	-0.20289537	0.71203937	-0.193721573	0.09627873	0.322176863	-0.291034418	0.087444637	-0.082610158	0.302042955	0.567853	0.267306348	0.077360678	1.2977385	0.69298152	-0.027359109	-0.201434783	-0.17809176	0.083165266	-0.623621563	-0.128750085	0.103091894	0.397116903	1.92152405	0.492277105	-0.087578329	-0.298687378	0.024042695	0.07144854	-0.511126473	0.010615538	0.098054943	-0.362265518	-0.129092389	-0.195125524	-0.40158592	-0.160281495	0.488557033	0.19031878	1.0307497	0.096675698	0.013964945	-0.018837079	-0.211841422	0.05884909	-0.11705335	0.025524298	-0.171444892	0.20957946	0.075366763	-0.045482065	0.642372047	-0.16572356	-0.158758921	-0.117560895	0.436579118	0.014814425	-0.276109673	-0.303968872	0.005695087	0.259144353	0.22247761	0.4590442	0.36486449	-0.606221735	0.30568574	-0.181558212	-0.108037714	-0.220951954	0.002384542	-0.581047025	0.215342998	-0.6095183	-0.216279983	-0.28554377	0.109947188	0.24927989	-0.15779095	-0.090910218	0.191802942	-0.089672613	0.078315961	-0.034571955	-0.772955585	2.24360275	-0.053035096	1.008323675	0.628993538	-0.360232878	-0.380891838	-0.393440922	0.599310378	0.249580868	-0.256223415	-0.45776535	0.047882432	-0.177696303	-0.20247927	-0.223068882	-0.051411263	-0.214842292	-0.168845934	-0.030246555	-0.084691874	-0.36464831	-0.019500004	0.027774518	-0.045870468	-0.213719323	0.114788231	0.19339822	0.08308264	-0.140261733	-0.323815298	-0.02513263	-0.061455718	-0.55011524	-0.364740668	-0.27984804	-0.180602931	0.11521127	-0.37394019	0.312902981	0.082625875	0.149202707	0.012940545	-0.141951017	-0.378120455
